Volume injected (mL), NC (-)
0.20636,0.076621
0.20651,0.076786
0.20666,0.076569
0.20681,0.077154
0.20696,0.07705
0.2071,0.076953
0.20725,0.076869
0.2074,0.077096
0.20755,0.077272
0.2077,0.077079
0.20785,0.076738
0.208,0.077018
0.20815,0.077384
0.2083,0.077168
0.20844,0.076945
0.20859,0.077301
0.20874,0.07707
0.20889,0.077193
0.20904,0.076932
0.20919,0.077355
0.20934,0.077013
0.20949,0.076948
0.20964,0.076726
0.20978,0.077142
0.20993,0.077472
0.21008,0.077089
0.21023,0.077141
0.21038,0.07683
0.21053,0.077261
0.21068,0.077301
0.21083,0.076934
0.21098,0.077327
0.21112,0.077023
0.21127,0.077141
0.21142,0.077011
0.21157,0.077009
0.21172,0.077816
0.21187,0.077633
0.21202,0.077292
0.21217,0.077255
0.21232,0.077457
0.21246,0.077413
0.21261,0.077208
0.21276,0.077141
0.21291,0.077239
0.21306,0.077438
0.21321,0.07723
0.21336,0.077433
0.21351,0.07764
0.21366,0.077329
0.2138,0.077405
0.21395,0.077741
0.2141,0.077655
0.21425,0.077662
0.2144,0.077123
0.21455,0.077436
0.2147,0.077512
0.21485,0.077658
0.215,0.077217
0.21514,0.077535
0.21529,0.077573
0.21544,0.077703
0.21559,0.077411
0.21574,0.077706
0.21589,0.077829
0.21604,0.077455
0.21619,0.077548
0.21634,0.077698
0.21648,0.077729
0.21663,0.078014
0.21678,0.07777
0.21693,0.077542
0.21708,0.077749
0.21723,0.077689
0.21738,0.077617
0.21753,0.078046
0.21768,0.077599
0.21782,0.077814
0.21797,0.07761
0.21812,0.077916
0.21827,0.077968
0.21842,0.077901
0.21857,0.077369
0.21872,0.07781
0.21887,0.077878
0.21902,0.077863
0.21916,0.077751
0.21931,0.078097
0.21946,0.077995
0.21961,0.078199
0.21976,0.077675
0.21991,0.078091
0.22006,0.078134
0.22021,0.078242
0.22036,0.078039
0.2205,0.077874
0.22065,0.078211
0.2208,0.078156
0.22095,0.077819
0.2211,0.078047
0.22125,0.077915
0.2214,0.078149
0.22155,0.07789
0.2217,0.078096
0.22184,0.078193
0.22199,0.078048
0.22214,0.077882
0.22229,0.077812
0.22244,0.077997
0.22259,0.07797
0.22274,0.078005
0.22289,0.077926
0.22304,0.078016
0.22318,0.07808
0.22333,0.077948
0.22348,0.077986
0.22363,0.077846
0.22378,0.07828
0.22393,0.077899
0.22408,0.0782
0.22423,0.077968
0.22438,0.078039
0.22452,0.077938
0.22467,0.077964
0.22482,0.07844
0.22497,0.078354
0.22512,0.078332
0.22527,0.078615
0.22542,0.078777
0.22557,0.078579
0.22572,0.07809
0.22586,0.077988
0.22601,0.078195
0.22616,0.078523
0.22631,0.078076
0.22646,0.078017
0.22661,0.078345
0.22676,0.078019
0.22691,0.077905
0.22706,0.078087
0.2272,0.078422
0.22735,0.078035
0.2275,0.077856
0.22765,0.077909
0.2278,0.078301
0.22795,0.078388
0.2281,0.078292
0.22825,0.078506
0.2284,0.078245
0.22854,0.07837
0.22869,0.078313
0.22884,0.078368
0.22899,0.078424
0.22914,0.078672
0.22929,0.078329
0.22944,0.078161
0.22959,0.078492
0.22974,0.078246
0.22988,0.078199
0.23003,0.07852
0.23018,0.078708
0.23033,0.078612
0.23048,0.078171
0.23063,0.078217
0.23078,0.078581
0.23093,0.078698
0.23108,0.078357
0.23122,0.078589
0.23137,0.078507
0.23152,0.0785
0.23167,0.078294
0.23182,0.078422
0.23197,0.078392
0.23212,0.078532
0.23227,0.078202
0.23242,0.078436
0.23256,0.078721
0.23271,0.078688
0.23286,0.078544
0.23301,0.078597
0.23316,0.078286
0.23331,0.078604
0.23346,0.078325
0.23361,0.078642
0.23376,0.078882
0.2339,0.078669
0.23405,0.07856
0.2342,0.078684
0.23435,0.078665
0.2345,0.078564
0.23465,0.078595
0.2348,0.078601
0.23495,0.078859
0.2351,0.078972
0.23524,0.078545
0.23539,0.078982
0.23554,0.078822
0.23569,0.078839
0.23584,0.078531
0.23599,0.078447
0.23614,0.078622
0.23629,0.078626
0.23644,0.078523
0.23658,0.078678
0.23673,0.078782
0.23688,0.078559
0.23703,0.078714
0.23718,0.078812
0.23733,0.078907
0.23748,0.078572
0.23763,0.078696
0.23778,0.078872
0.23792,0.078872
0.23807,0.078657
0.23822,0.078736
0.23837,0.078703
0.23852,0.078981
0.23867,0.078993
0.23882,0.078633
0.23897,0.07902
0.23912,0.079066
0.23926,0.078874
0.23941,0.078558
0.23956,0.078886
0.23971,0.079061
0.23986,0.079023
0.24001,0.078663
0.24016,0.078878
0.24031,0.079186
0.24046,0.07905
0.2406,0.078875
0.24075,0.078916
0.2409,0.079134
0.24105,0.079203
0.2412,0.078819
0.24135,0.078984
0.2415,0.079121
0.24165,0.079255
0.2418,0.078887
0.24194,0.079111
0.24209,0.079111
0.24224,0.079251
0.24239,0.079015
0.24254,0.079101
0.24269,0.079251
0.24284,0.079393
0.24299,0.079017
0.24314,0.079419
0.24328,0.079513
0.24343,0.079392
0.24358,0.079124
0.24373,0.079477
0.24388,0.079415
0.24403,0.079748
0.24418,0.079265
0.24433,0.079736
0.24448,0.07947
0.24462,0.079418
0.24477,0.079365
0.24492,0.079579
0.24507,0.079558
0.24522,0.079377
0.24537,0.079239
0.24552,0.079396
0.24567,0.079394
0.24582,0.079343
0.24596,0.078976
0.24611,0.07931
0.24626,0.079343
0.24641,0.079276
0.24656,0.079093
0.24671,0.079504
0.24686,0.079635
0.24701,0.079593
0.24716,0.07953
0.2473,0.079769
0.24745,0.07976
0.2476,0.07993
0.24775,0.079546
0.2479,0.079654
0.24805,0.079811
0.2482,0.079785
0.24835,0.079661
0.2485,0.079619
0.24864,0.080022
0.24879,0.079535
0.24894,0.079513
0.24909,0.079502
0.24924,0.079995
0.24939,0.079773
0.24954,0.079684
0.24969,0.079749
0.24984,0.079772
0.24998,0.079738
0.25013,0.079725
0.25028,0.079651
0.25043,0.079914
0.25058,0.079755
0.25073,0.079586
0.25088,0.080046
0.25103,0.079911
0.25118,0.079859
0.25132,0.079789
0.25147,0.07999
0.25162,0.07986
0.25177,0.079987
0.25192,0.079955
0.25207,0.079694
0.25222,0.079516
0.25237,0.080165
0.25252,0.07965
0.25266,0.080037
0.25281,0.079921
0.25296,0.079744
0.25311,0.079864
0.25326,0.079879
0.25341,0.079902
0.25356,0.08022
0.25371,0.079992
0.25386,0.07996
0.254,0.080109
0.25415,0.080159
0.2543,0.080117
0.25445,0.080534
0.2546,0.079983
0.25475,0.08033
0.2549,0.080078
0.25505,0.080127
0.2552,0.080375
0.25534,0.080519
0.25549,0.080016
0.25564,0.080194
0.25579,0.080461
0.25594,0.080058
0.25609,0.07967
0.25624,0.080204
0.25639,0.080302
0.25654,0.080082
0.25668,0.080234
0.25683,0.080288
0.25698,0.080684
0.25713,0.080328
0.25728,0.080282
0.25743,0.080455
0.25758,0.080557
0.25773,0.080611
0.25788,0.080148
0.25802,0.080437
0.25817,0.080235
0.25832,0.080177
0.25847,0.080133
0.25862,0.080125
0.25877,0.08025
0.25892,0.080333
0.25907,0.079762
0.25922,0.080296
0.25936,0.080391
0.25951,0.080372
0.25966,0.079922
0.25981,0.080103
0.25996,0.079995
0.26011,0.080499
0.26026,0.080107
0.26041,0.079934
0.26056,0.08023
0.2607,0.08046
0.26085,0.079916
0.261,0.080262
0.26115,0.080476
0.2613,0.080621
0.26145,0.08019
0.2616,0.080327
0.26175,0.080592
0.2619,0.080659
0.26204,0.080133
0.26219,0.080257
0.26234,0.080576
0.26249,0.080798
0.26264,0.080546
0.26279,0.080804
0.26294,0.080719
0.26309,0.080579
0.26324,0.08054
0.26338,0.080641
0.26353,0.080574
0.26368,0.080633
0.26383,0.080276
0.26398,0.080564
0.26413,0.080748
0.26428,0.080635
0.26443,0.080212
0.26458,0.080455
0.26472,0.080732
0.26487,0.080668
0.26502,0.080721
0.26517,0.080752
0.26532,0.081011
0.26547,0.081
0.26562,0.080796
0.26577,0.080843
0.26592,0.08113
0.26606,0.080853
0.26621,0.080388
0.26636,0.080749
0.26651,0.080738
0.26666,0.081218
0.26681,0.080548
0.26696,0.081138
0.26711,0.081094
0.26726,0.08118
0.2674,0.080629
0.26755,0.080878
0.2677,0.08078
0.26785,0.081102
0.268,0.081133
0.26815,0.080999
0.2683,0.081016
0.26845,0.080933
0.2686,0.080605
0.26874,0.080878
0.26889,0.080925
0.26904,0.080563
0.26919,0.080512
0.26934,0.080969
0.26949,0.080845
0.26964,0.080857
0.26979,0.080808
0.26994,0.081128
0.27008,0.081024
0.27023,0.081378
0.27038,0.08121
0.27053,0.081335
0.27068,0.081255
0.27083,0.081315
0.27098,0.080874
0.27113,0.081085
0.27128,0.081071
0.27142,0.081488
0.27157,0.080892
0.27172,0.081222
0.27187,0.081506
0.27202,0.081177
0.27217,0.080712
0.27232,0.080921
0.27247,0.080895
0.27262,0.081133
0.27276,0.081092
0.27291,0.081383
0.27306,0.081334
0.27321,0.081101
0.27336,0.081288
0.27351,0.081535
0.27366,0.081443
0.27381,0.081327
0.27396,0.081182
0.2741,0.081292
0.27425,0.081284
0.2744,0.081732
0.27455,0.080974
0.2747,0.081286
0.27485,0.081248
0.275,0.08135
0.27515,0.081191
0.2753,0.081348
0.27544,0.081482
0.27559,0.081607
0.27574,0.080999
0.27589,0.081307
0.27604,0.081167
0.27619,0.081318
0.27634,0.081107
0.27649,0.08113
0.27664,0.08158
0.27678,0.081561
0.27693,0.081267
0.27708,0.08136
0.27723,0.081692
0.27738,0.081901
0.27753,0.081563
0.27768,0.081613
0.27783,0.081993
0.27798,0.081662
0.27812,0.081268
0.27827,0.081635
0.27842,0.08162
0.27857,0.081936
0.27872,0.081749
0.27887,0.081635
0.27902,0.081898
0.27917,0.081766
0.27932,0.081519
0.27946,0.081589
0.27961,0.081506
0.27976,0.081752
0.27991,0.081484
0.28006,0.081603
0.28021,0.082043
0.28036,0.081857
0.28051,0.081471
0.28066,0.081692
0.2808,0.081782
0.28095,0.081749
0.2811,0.081505
0.28125,0.081657
0.2814,0.081975
0.28155,0.08182
0.2817,0.08148
0.28185,0.082022
0.282,0.082059
0.28214,0.081891
0.28229,0.081732
0.28244,0.081991
0.28259,0.082037
0.28274,0.082111
0.28289,0.081931
0.28304,0.081856
0.28319,0.081913
0.28334,0.082238
0.28348,0.081636
0.28363,0.081701
0.28378,0.081945
0.28393,0.081666
0.28408,0.081718
0.28423,0.081742
0.28438,0.081992
0.28453,0.081604
0.28468,0.081729
0.28482,0.081987
0.28497,0.081734
0.28512,0.082249
0.28527,0.081615
0.28542,0.081795
0.28557,0.082133
0.28572,0.082117
0.28587,0.081815
0.28602,0.082146
0.28616,0.082641
0.28631,0.082455
0.28646,0.082152
0.28661,0.082078
0.28676,0.082113
0.28691,0.08237
0.28706,0.081881
0.28721,0.082446
0.28736,0.082307
0.2875,0.082467
0.28765,0.081845
0.2878,0.082252
0.28795,0.082184
0.2881,0.082
0.28825,0.082107
0.2884,0.082498
0.28855,0.082626
0.2887,0.082305
0.28884,0.082074
0.28899,0.082161
0.28914,0.08241
0.28929,0.082356
0.28944,0.08192
0.28959,0.082368
0.28974,0.082562
0.28989,0.082545
0.29004,0.081975
0.29018,0.082326
0.29033,0.082128
0.29048,0.082381
0.29063,0.082084
0.29078,0.081945
0.29093,0.081835
0.29108,0.082211
0.29123,0.081894
0.29138,0.08205
0.29152,0.082322
0.29167,0.082236
0.29182,0.081827
0.29197,0.082294
0.29212,0.082432
0.29227,0.082511
0.29242,0.081864
0.29257,0.082123
0.29272,0.082325
0.29286,0.08253
0.29301,0.08235
0.29316,0.08237
0.29331,0.082845
0.29346,0.082439
0.29361,0.082509
0.29376,0.082527
0.29391,0.082489
0.29406,0.082644
0.2942,0.082445
0.29435,0.082566
0.2945,0.082912
0.29465,0.082981
0.2948,0.082501
0.29495,0.082634
0.2951,0.082633
0.29525,0.08294
0.2954,0.082733
0.29554,0.082832
0.29569,0.082845
0.29584,0.083067
0.29599,0.08252
0.29614,0.082687
0.29629,0.082814
0.29644,0.082707
0.29659,0.082564
0.29674,0.082686
0.29688,0.082713
0.29703,0.083024
0.29718,0.082567
0.29733,0.082794
0.29748,0.083218
0.29763,0.082927
0.29778,0.082418
0.29793,0.082894
0.29808,0.082859
0.29822,0.082887
0.29837,0.082825
0.29852,0.082953
0.29867,0.082907
0.29882,0.083134
0.29897,0.082851
0.29912,0.082985
0.29927,0.082839
0.29942,0.083376
0.29956,0.08294
0.29971,0.083219
0.29986,0.083107
0.30001,0.082998
0.30016,0.082921
0.30031,0.083549
0.30046,0.083165
0.30061,0.08309
0.30076,0.08315
0.3009,0.083316
0.30105,0.08351
0.3012,0.083658
0.30135,0.083032
0.3015,0.083059
0.30165,0.083712
0.3018,0.083738
